1.0090,0.4888,1.0684,0.0592
1.0115,0.4399,0.9563,-0.0533
1.0739,0.4883,1.0121,0.0161
0.9403,0.4689,1.0355,0.0672
1.0350,0.4785,1.0459,-0.0448
0.8950,0.3649,0.9623,0.0663
1.1227,0.4451,1.0263,-0.1050
1.0013,0.4638,0.9741,-0.1013
0.9449,0.4306,0.9911,-0.2232
1.0608,0.4973,1.0113,-0.1765
1.1912,0.4829,1.1417,-0.4710
1.1450,0.3565,1.0120,-0.1591
1.0470,0.4457,0.9348,-0.1046
1.0203,0.4057,0.9529,-0.1881
1.0726,0.4220,0.9243,-0.2051
1.1379,0.4796,1.0217,-0.2030
1.0872,0.5138,0.9853,-0.0533
1.0486,0.3535,0.9910,-0.1977
1.0933,0.4280,1.0109,-0.0432
1.0255,0.5522,0.9406,0.2293
1.0061,0.4495,0.9500,-0.3160
1.0175,0.4354,0.9766,-0.2281
0.9959,0.5565,1.0384,-0.2959
1.0826,0.3615,0.8419,-0.1795
1.2415,0.4423,0.9182,-0.2132
1.0600,0.4776,0.9532,-0.0255
1.0931,0.3992,1.0816,-0.2031
1.2086,0.4830,0.9135,-0.3169
1.0366,0.4745,1.0785,-0.3512
1.0325,0.4600,0.9688,-0.0485
1.0841,0.5195,1.0248,-0.2683
1.1654,0.4794,0.8964,-0.1787
0.9817,0.3905,1.0053,-0.2239
1.2345,0.4240,1.0482,-0.2836
0.7496,0.4089,0.9312,-0.0638
1.1377,0.3928,0.9802,-0.1049
1.0150,0.4496,1.0359,-0.3809
1.1646,0.4741,0.8922,-0.2312
1.1219,0.4621,0.9748,-0.1495
0.9752,0.4981,1.0028,-0.2040
1.0311,0.4896,0.9605,-0.0950
1.0861,0.5500,0.9771,-0.1206
0.9619,0.4238,0.9595,0.1063
1.2476,0.4283,0.9973,-0.2183
1.1889,0.4869,0.9944,-0.0771
1.0839,0.4125,1.0192,-0.4413
1.0788,0.4062,0.9484,-0.2867
1.1189,0.4751,1.0429,-0.2352
1.1747,0.4245,1.0359,-0.1932
1.1737,0.3744,1.0268,-0.0175
1.0640,0.4306,0.9918,-0.3058
0.9516,0.4833,0.9545,-0.1354
1.1509,0.5410,0.8950,0.0131
1.0609,0.3872,0.9328,0.0339
1.1048,0.4238,1.0034,-0.2174
1.1277,0.4991,0.9720,-0.1754
1.0847,0.4715,1.0378,-0.4043
1.1001,0.4437,0.9694,-0.0875
1.1487,0.3813,0.8942,-0.0657
1.0100,0.4259,0.8808,0.0055
1.1154,0.3956,0.9131,-0.1536
1.1057,0.4729,0.9665,-0.0729
1.0908,0.3611,0.8768,-0.1711
1.0660,0.4288,1.0260,-0.4431
0.9665,0.4236,0.9010,0.0900
