delay,30
pos,0,-0.3798,-2.2243,1.2115,1.2318
pos,1,-0.3797,-2.2243,1.2114,1.2318
pos,2,-0.3797,-2.2244,1.2114,1.2319
pos,3,-0.3796,-2.2245,1.2115,1.2319
pos,4,-0.3794,-2.2247,1.2117,1.2319
pos,5,-0.3793,-2.2248,1.2118,1.2319
pos,6,-0.3790,-2.2250,1.2120,1.2320
pos,7,-0.3788,-2.2253,1.2122,1.2320
pos,8,-0.3785,-2.2256,1.2124,1.2321
pos,9,-0.3782,-2.2259,1.2127,1.2321
pos,10,-0.3778,-2.2262,1.2129,1.2321
pos,11,-0.3775,-2.2265,1.2132,1.2322
pos,12,-0.3770,-2.2269,1.2135,1.2323
pos,13,-0.3766,-2.2273,1.2141,1.2323
pos,14,-0.3761,-2.2277,1.2148,1.2323
pos,15,-0.3755,-2.2282,1.2156,1.2324
pos,16,-0.3750,-2.2287,1.2162,1.2324
pos,17,-0.3743,-2.2291,1.2167,1.2325
pos,18,-0.3737,-2.2296,1.2171,1.2326
pos,19,-0.3730,-2.2302,1.2174,1.2326
pos,20,-0.3722,-2.2307,1.2176,1.2327
pos,21,-0.3714,-2.2313,1.2179,1.2328
pos,22,-0.3705,-2.2318,1.2181,1.2329
pos,23,-0.3696,-2.2324,1.2181,1.2329
pos,24,-0.3686,-2.2331,1.2179,1.2330
pos,25,-0.3676,-2.2337,1.2179,1.2331
pos,26,-0.3665,-2.2344,1.2179,1.2332
pos,27,-0.3653,-2.2351,1.2181,1.2332
pos,28,-0.3640,-2.2358,1.2184,1.2333
pos,29,-0.3627,-2.2366,1.2189,1.2334
pos,30,-0.3613,-2.2374,1.2192,1.2335
pos,31,-0.3603,-2.2384,1.2193,1.2336
pos,32,-0.3593,-2.2394,1.2193,1.2336
pos,33,-0.3585,-2.2403,1.2193,1.2337
pos,34,-0.3578,-2.2411,1.2190,1.2338
pos,35,-0.3573,-2.2418,1.2187,1.2339
pos,36,-0.3568,-2.2425,1.2182,1.2340
pos,37,-0.3565,-2.2431,1.2177,1.2340
pos,38,-0.3563,-2.2436,1.2170,1.2341
pos,39,-0.3562,-2.2440,1.2166,1.2341
pos,40,-0.3562,-2.2444,1.2164,1.2342
pos,41,-0.3562,-2.2447,1.2161,1.2342
pos,42,-0.3564,-2.2450,1.2160,1.2342
pos,43,-0.3567,-2.2452,1.2159,1.2342
pos,44,-0.3571,-2.2454,1.2159,1.2342
pos,45,-0.3575,-2.2455,1.2160,1.2342
pos,46,-0.3581,-2.2456,1.2160,1.2341
pos,47,-0.3588,-2.2456,1.2157,1.2341
pos,48,-0.3595,-2.2455,1.2154,1.2341
pos,49,-0.3604,-2.2454,1.2151,1.2340
pos,50,-0.3613,-2.2453,1.2146,1.2340
pos,51,-0.3623,-2.2450,1.2140,1.2340
pos,52,-0.3634,-2.2448,1.2133,1.2339
pos,53,-0.3647,-2.2444,1.2127,1.2338
pos,54,-0.3660,-2.2440,1.2121,1.2338
pos,55,-0.3674,-2.2436,1.2116,1.2337
pos,56,-0.3689,-2.2431,1.2109,1.2337
pos,57,-0.3705,-2.2425,1.2103,1.2336
pos,58,-0.3722,-2.2419,1.2098,1.2335
pos,59,-0.3740,-2.2413,1.2094,1.2334
pos,60,-0.3759,-2.2405,1.2093,1.2333
pos,61,-0.3780,-2.2398,1.2092,1.2332
pos,62,-0.3801,-2.2390,1.2091,1.2331
pos,63,-0.3824,-2.2381,1.2091,1.2329
pos,64,-0.3847,-2.2372,1.2089,1.2327
pos,65,-0.3872,-2.2362,1.2085,1.2326
pos,66,-0.3898,-2.2351,1.2081,1.2324
pos,67,-0.3925,-2.2340,1.2077,1.2322
pos,68,-0.3953,-2.2329,1.2073,1.2320
pos,69,-0.3982,-2.2317,1.2068,1.2318
pos,70,-0.4013,-2.2304,1.2063,1.2316
pos,71,-0.4044,-2.2291,1.2057,1.2313
pos,72,-0.4077,-2.2277,1.2051,1.2311
pos,73,-0.4111,-2.2262,1.2043,1.2308
pos,74,-0.4147,-2.2247,1.2036,1.2306
pos,75,-0.4184,-2.2231,1.2031,1.2303
pos,76,-0.4222,-2.2215,1.2026,1.2301
pos,77,-0.4262,-2.2198,1.2022,1.2299
pos,78,-0.4303,-2.2180,1.2016,1.2296
pos,79,-0.4346,-2.2161,1.2012,1.2294
pos,80,-0.4390,-2.2142,1.2009,1.2291
pos,81,-0.4435,-2.2122,1.2006,1.2288
pos,82,-0.4482,-2.2102,1.2002,1.2285
pos,83,-0.4531,-2.2080,1.1997,1.2282
pos,84,-0.4582,-2.2057,1.1988,1.2279
pos,85,-0.4634,-2.2034,1.1982,1.2276
pos,86,-0.4688,-2.2010,1.1977,1.2273
pos,87,-0.4745,-2.1985,1.1972,1.2271
pos,88,-0.4803,-2.1959,1.1967,1.2268
pos,89,-0.4863,-2.1932,1.1959,1.2265
pos,90,-0.4926,-2.1904,1.1946,1.2262
pos,91,-0.4990,-2.1875,1.1937,1.2259
pos,92,-0.5055,-2.1845,1.1930,1.2256
pos,93,-0.5122,-2.1815,1.1924,1.2253
pos,94,-0.5191,-2.1784,1.1919,1.2250
pos,95,-0.5261,-2.1752,1.1913,1.2246
pos,96,-0.5333,-2.1719,1.1911,1.2242
pos,97,-0.5404,-2.1687,1.1909,1.2239
pos,98,-0.5473,-2.1655,1.1907,1.2235
pos,99,-0.5543,-2.1623,1.1907,1.2232
pos,100,-0.5611,-2.1592,1.1906,1.2229
pos,101,-0.5680,-2.1561,1.1905,1.2225
pos,102,-0.5749,-2.1530,1.1905,1.2222
pos,103,-0.5819,-2.1498,1.1905,1.2218
pos,104,-0.5889,-2.1466,1.1904,1.2215
pos,105,-0.5961,-2.1434,1.1903,1.2212
pos,106,-0.6034,-2.1402,1.1902,1.2209
pos,107,-0.6108,-2.1368,1.1899,1.2206
pos,108,-0.6184,-2.1334,1.1895,1.2203
